call_id,is_precursor,is_recall,precursor_call_id,hours_from_first_call
1118729,N,N,,
1642011,N,N,,
873757,N,N,,
647472,N,N,,
213812,N,N,,
1449768,N,N,,
527790,N,N,,
929748,N,N,,
2257993,N,N,,
1483659,Y,N,,
1483831,N,Y,1483659,0:03:56
219623,N,N,,
612442,N,N,,
1007130,N,N,,
1415061,N,N,,
2128687,N,N,,
1501684,N,N,,
227165,N,N,,
2207836,N,N,,
398991,N,N,,
445568,N,N,,
1621365,N,N,,
2103027,N,N,,
1779746,N,N,,
1894365,N,N,,
765710,N,N,,
439621,N,N,,
1145287,N,N,,
1622985,N,N,,
432311,N,N,,
2218114,N,N,,
653939,Y,N,,
654119,N,Y,653939,0:03:14
1952185,N,N,,
962843,N,N,,
2083892,N,N,,
242562,N,N,,
1599800,N,N,,
2132352,Y,N,,
2132617,N,Y,2132352,0:05:06
2132907,N,Y,2132352,0:11:07
532947,N,N,,
1995848,N,N,,
96792,N,N,,
1222983,N,N,,
1572067,N,N,,
2210457,N,N,,
1979357,N,N,,
1871131,N,N,,
1971713,N,N,,
1889711,N,N,,
1817776,N,N,,
1097781,N,N,,
209988,N,N,,
995999,N,N,,
1309484,N,N,,
1664951,N,N,,
668501,N,N,,
1434995,N,N,,
1580477,N,N,,
1763902,N,N,,
750762,N,N,,
888409,N,N,,
2229611,N,N,,
1190061,N,N,,
1014902,N,N,,
695721,N,N,,
638642,N,N,,
2268744,N,N,,
1492524,N,N,,
274537,N,N,,
1794727,N,N,,
1014494,N,N,,
581732,N,N,,
1463816,N,N,,
2002118,N,N,,
2138461,N,N,,
392141,N,N,,
1901509,Y,N,,
1909545,N,Y,1901509,15:25:07
1126466,N,N,,
647461,N,N,,
1071063,N,N,,
1856818,N,N,,
1939361,N,N,,
1551200,N,N,,
2177473,N,N,,
2125338,N,N,,
1778075,N,N,,
893939,N,N,,
1165938,N,N,,
1129968,N,N,,
2087384,N,N,,
61671,N,N,,
596302,N,N,,
753380,N,N,,
508401,N,N,,
1922620,N,N,,
2139440,N,N,,
2009801,N,N,,
308206,N,N,,
1217126,N,N,,
1820890,N,N,,
11546,N,N,,
458791,N,N,,
2139991,N,N,,
127261,N,N,,
1343501,N,N,,
1480792,N,N,,
1956301,N,N,,
2251577,N,N,,
2113164,N,N,,
1954879,N,N,,
501001,N,N,,
2245918,N,N,,
1236184,N,N,,
926584,N,N,,
2171871,N,N,,
1179260,N,N,,
103424,N,N,,
1608135,N,N,,
402779,N,N,,
1307549,Y,N,,
1307924,N,Y,1307549,0:08:07
1453008,N,N,,
1905649,N,N,,
277737,N,N,,
793148,N,N,,
2050089,N,N,,
1009592,N,N,,
2022382,N,N,,
1563274,N,N,,
68935,N,N,,
1055610,N,N,,
823059,N,N,,
86324,Y,N,,
86431,N,Y,86324,0:05:25
1503063,N,N,,
642282,N,N,,
828192,N,N,,
1482511,N,N,,
260380,N,N,,
1602408,N,N,,
2047599,N,N,,
1136942,N,N,,
639511,N,N,,
922828,N,N,,
2208637,N,N,,
1953827,N,N,,
1187708,N,N,,
64485,N,N,,
677775,N,N,,
774230,N,N,,
55544,Y,N,,
56446,N,Y,55544,0:21:24
109418,N,N,,
456504,N,N,,
1154014,N,N,,
1814175,N,N,,
1545447,N,N,,
1087646,N,N,,
675993,N,N,,
2176894,N,N,,
794677,N,N,,
2086190,N,N,,
1306691,N,N,,
1986403,N,N,,
1822899,N,N,,
416044,N,N,,
2045550,N,N,,
1585562,N,N,,
266458,N,N,,
972293,N,N,,
2084735,N,N,,
1787855,N,N,,
423046,N,N,,
900372,N,N,,
1925721,N,N,,
24836,N,N,,
660970,N,N,,
1093062,N,N,,
2021665,N,N,,
1945494,N,N,,
229213,N,N,,
2265875,N,N,,
1687506,N,N,,
1304144,N,N,,
483470,N,N,,
1646332,N,N,,
1064853,N,N,,
1535647,N,N,,
921928,N,N,,
1470281,N,N,,
65628,N,N,,
239326,N,N,,
377825,N,N,,
782078,N,N,,
62939,N,N,,
2109142,N,N,,
1048284,N,N,,
1082940,N,N,,
683972,N,N,,
1894712,N,N,,
1464206,N,N,,
2157662,Y,N,,
2158299,N,Y,2157662,0:09:54
941172,Y,N,,
941797,N,Y,941172,0:19:56
2136146,N,N,,
290653,N,N,,
1254222,N,N,,
485689,N,N,,
1442535,N,N,,
1185452,N,N,,
259360,N,N,,
1744526,N,N,,
1621921,N,N,,
836214,N,N,,
1090075,N,N,,
1717999,N,N,,
1695255,N,N,,
621562,N,N,,
1520714,N,N,,
1908003,N,N,,
1468236,N,N,,
1619717,N,N,,
1840097,N,N,,
1892441,N,N,,
2175976,N,N,,
2217587,N,N,,
326390,N,N,,
1598246,N,N,,
285758,N,N,,
1693292,Y,N,,
1693959,N,Y,1693292,0:10:28
2258414,N,N,,
2136466,N,N,,
1676920,N,N,,
1746267,N,N,,
1660717,N,N,,
296843,N,N,,
266393,N,N,,
1887491,N,N,,
47363,N,N,,
25462,N,N,,
2103107,N,N,,
995582,N,N,,
872872,N,N,,
38287,N,N,,
423491,N,N,,
2192738,N,N,,
1975568,N,N,,
1113804,N,N,,
868949,N,N,,
372671,N,N,,
1536144,N,N,,
308654,N,N,,
436669,N,N,,
1134577,N,N,,
826245,N,N,,
587816,N,N,,
1207435,N,N,,
418716,N,N,,
1605152,N,N,,
1859011,N,N,,
1756776,N,N,,
1818539,N,N,,
1624924,N,N,,
2115434,N,N,,
1840157,N,N,,
1303411,N,N,,
331748,N,N,,
1962895,N,N,,
442167,N,N,,
485498,N,N,,
2249904,N,N,,
92224,N,N,,
225258,N,N,,
465531,N,N,,
456318,N,N,,
1563338,N,N,,
49122,N,N,,
1326532,N,N,,
669399,N,N,,
1810717,N,N,,
1328653,N,N,,
200127,N,N,,
2163716,N,N,,
831100,N,N,,
1673302,N,N,,
1787390,N,N,,
1986303,N,N,,
871776,N,N,,
627935,N,N,,
2012806,N,N,,
2042819,N,N,,
1334577,N,N,,
525698,N,N,,
1922571,N,N,,
974987,Y,N,,
975261,N,Y,974987,0:06:13
265057,N,N,,
1784612,N,N,,
1766441,N,N,,
965697,N,N,,
1347592,N,N,,
2201070,N,N,,
1490284,N,N,,
1238589,N,N,,
1839622,N,N,,
2213727,N,N,,
41908,N,N,,
759454,N,N,,
804143,N,N,,
929895,N,N,,
1582704,N,N,,
1342945,N,N,,
1703409,N,N,,
1952683,N,N,,
2217904,N,N,,
1649478,N,N,,
1038963,N,N,,
1669820,N,N,,
285369,N,N,,
1872017,N,N,,
526557,N,N,,
1067770,N,N,,
1271823,N,N,,
611350,N,N,,
1104829,N,N,,
1554185,Y,N,,
1554337,N,Y,1554185,0:03:11
859169,N,N,,
1141981,N,N,,
1494955,N,N,,
1969196,N,N,,
1744027,N,N,,
769133,N,N,,
1777370,N,N,,
2003048,N,N,,
1781926,N,N,,
1044801,N,N,,
374199,N,N,,
344847,N,N,,
1114689,N,N,,
2104620,N,N,,
225685,N,N,,
21216,N,N,,
353335,N,N,,
2015774,N,N,,
421653,N,N,,
579577,N,N,,
115061,N,N,,
686801,N,N,,
1889170,N,N,,
2083106,N,N,,
191497,N,N,,
1682232,N,N,,
803722,N,N,,
2125182,N,N,,
2062345,N,N,,
2108000,N,N,,
2184618,N,N,,
1671794,N,N,,
1497941,N,N,,
1039434,N,N,,
1524399,N,N,,
1312404,N,N,,
1949003,N,N,,
1676390,N,N,,
1164736,N,N,,
1614257,N,N,,
1883743,N,N,,
2215048,N,N,,
1947919,N,N,,
1185318,N,N,,
1458457,N,N,,
74270,N,N,,
446183,N,N,,
691466,N,N,,
82574,N,N,,
1462498,N,N,,
2270188,N,N,,
693137,N,N,,
2123960,N,N,,
45238,N,N,,
368693,N,N,,
938953,Y,N,,
939237,N,Y,938953,0:11:55
2084778,N,N,,
1529174,N,N,,
497556,N,N,,
105685,N,N,,
1951103,N,N,,
289976,N,N,,
2072472,N,N,,
1488771,N,N,,
1726311,N,N,,
702298,N,N,,
1994286,N,N,,
1857812,N,N,,
1602235,N,N,,
2088710,N,N,,
350552,N,N,,
805799,N,N,,
1883535,N,N,,
1234644,N,N,,
977937,N,N,,
256405,Y,N,,
256462,N,Y,256405,0:03:15
2053896,N,N,,
1062224,N,N,,
889119,N,N,,
301842,N,N,,
2198513,N,N,,
1078989,N,N,,
2013743,N,N,,
1335286,N,N,,
247496,N,N,,
2126811,N,N,,
1537354,N,N,,
874860,N,N,,
947004,N,N,,
1603328,N,N,,
1074166,N,N,,
1985446,N,N,,
799884,N,N,,
308589,N,N,,
2187154,N,N,,
393193,N,N,,
1692518,N,N,,
1421695,N,N,,
667230,N,N,,
1959399,N,N,,
367268,N,N,,
1965678,N,N,,
236729,Y,N,,
237198,N,Y,236729,0:11:34
365143,N,N,,
384440,N,N,,
1095210,N,N,,
1527160,N,N,,
1605479,N,N,,
1764315,N,N,,
1218012,N,N,,
1864524,N,N,,
1741590,N,N,,
690437,N,N,,
539115,N,N,,
2062999,N,N,,
426954,N,N,,
1768062,N,N,,
1957331,N,N,,
862220,N,N,,
1486278,N,N,,
2034861,N,N,,
309253,N,N,,
2010871,N,N,,
1567475,N,N,,
1632074,N,N,,
424179,N,N,,
1645023,N,N,,
430873,N,N,,
2252025,N,N,,
896473,N,N,,
624773,N,N,,
446636,N,N,,
1076891,N,N,,
1922799,N,N,,
1205053,N,N,,
1588404,N,N,,
2067538,N,N,,
970456,N,N,,
217140,N,N,,
24273,N,N,,
109885,N,N,,
1688585,N,N,,
854363,N,N,,
1994548,N,N,,
1613767,N,N,,
1780695,N,N,,
1655890,N,N,,
1468732,N,N,,
993651,N,N,,
309678,N,N,,
1072128,N,N,,
1881488,N,N,,
1013740,Y,N,,
1014032,N,Y,1013740,0:06:16
1975038,N,N,,
208020,N,N,,
1835923,N,N,,
904563,N,N,,
191384,N,N,,
1213022,N,N,,
946642,N,N,,
1945296,N,N,,
256674,N,N,,
2202709,N,N,,
55701,N,N,,
2173593,N,N,,
1097370,N,N,,
1236515,N,N,,
301549,N,N,,
2267511,N,N,,
44587,N,N,,
1818622,N,N,,
1937503,N,N,,
505006,N,N,,
1566452,N,N,,
1506749,N,N,,
1635210,N,N,,
886965,N,N,,
1891622,N,N,,
2186499,N,N,,
652630,N,N,,
2082087,N,N,,
306156,N,N,,
663551,N,N,,
2232392,N,N,,
1900100,N,N,,
1919712,N,N,,
694027,N,N,,
1338960,N,N,,
278820,N,N,,
632538,N,N,,
311597,N,N,,
58973,N,N,,
1509170,N,N,,
687683,N,N,,
1633341,N,N,,
646605,Y,N,,
653338,N,Y,646605,1:56:04
2264600,N,N,,
94046,N,N,,
698915,N,N,,
1424488,N,N,,
2094621,N,N,,
420111,N,N,,
1559385,N,N,,
1906251,N,N,,
2013791,N,N,,
69641,N,N,,
1133583,N,N,,
1029982,N,N,,
269652,N,N,,
2232736,N,N,,
1682507,N,N,,
2020554,N,N,,
746518,N,N,,
1802399,N,N,,
1209270,N,N,,
2148230,N,N,,
1155430,N,N,,
2109532,N,N,,
2192646,N,N,,
2227754,N,N,,
202424,N,N,,
869946,N,N,,
844613,N,N,,
128970,N,N,,
688014,N,N,,
2715,N,N,,
952263,N,N,,
1123471,Y,N,,
1123879,N,Y,1123471,0:05:38
59891,N,N,,
517087,N,N,,
842511,N,N,,
1210921,N,N,,
126730,N,N,,
1064654,N,N,,
1845503,N,N,,
894809,N,N,,
1335572,N,N,,
744344,N,N,,
1586418,N,N,,
117223,N,N,,
1901557,N,N,,
1925061,N,N,,
937224,N,N,,
1058548,N,N,,
436390,N,N,,
765197,N,N,,
959216,N,N,,
41826,N,N,,
735425,N,N,,
919026,N,N,,
791037,N,N,,
1162430,N,N,,
1942718,N,N,,
1051751,N,N,,
1586840,N,N,,
2126138,N,N,,
1317574,N,N,,
1724368,N,N,,
1301137,N,N,,
477221,N,N,,
1913149,N,N,,
1566659,N,N,,
683500,N,N,,
1919380,Y,N,,
1919587,N,Y,1919380,0:03:12
238684,N,N,,
2105997,N,N,,
1665522,N,N,,
2088450,N,N,,
1144133,N,N,,
1118810,N,N,,
580301,N,N,,
791424,N,N,,
1819666,N,N,,
1734813,N,N,,
385493,N,N,,
1344087,N,N,,
1138321,Y,N,,
1138927,N,Y,1138321,0:11:45
1039306,N,N,,
1416376,N,N,,
749151,N,N,,
1645403,N,N,,
41057,N,N,,
1285485,N,N,,
1983083,N,N,,
659053,N,N,,
2146146,N,N,,
1123478,N,N,,
1980879,N,N,,
653441,N,N,,
1631784,N,N,,
1081166,N,N,,
794721,N,N,,
2271787,N,N,,
1852005,N,N,,
746993,N,N,,
2247475,N,N,,
2203571,N,N,,
223028,N,N,,
1273075,N,N,,
123471,N,N,,
1525605,N,N,,
1966083,N,N,,
2091424,N,N,,
24054,N,N,,
1430898,N,N,,
104545,N,N,,
2208227,N,N,,
1472676,N,N,,
1482098,N,N,,
1094789,N,N,,
272235,N,N,,
2098537,N,N,,
1071214,N,N,,
897322,N,N,,
1811100,N,N,,
1657133,N,N,,
805933,N,N,,
1451987,N,N,,
2108837,N,N,,
2204326,N,N,,
278599,N,N,,
1630172,N,N,,
444480,N,N,,
260707,N,N,,
2097697,N,N,,
1652960,N,N,,
612779,N,N,,
1112809,N,N,,
1781374,N,N,,
2219752,N,N,,
662227,N,N,,
2272205,N,N,,
2238938,N,N,,
915215,N,N,,
1336499,N,N,,
2045390,N,N,,
333010,N,N,,
116160,N,N,,
319965,N,N,,
1714962,N,N,,
230096,N,N,,
130441,N,N,,
1582156,N,N,,
1574985,N,N,,
2034054,N,N,,
1532221,N,N,,
2191485,N,N,,
1181324,Y,N,,
1181421,N,Y,1181324,0:02:51
2178221,N,N,,
1947116,N,N,,
2213151,N,N,,
445205,N,N,,
252572,N,N,,
590281,N,N,,
1552385,N,N,,
1062014,Y,N,,
1071518,N,Y,1062014,4:17:17
1456056,N,N,,
648417,N,N,,
2145408,N,N,,
1318631,N,N,,
793893,N,N,,
351434,N,N,,
813191,N,N,,
919934,N,N,,
1919168,N,N,,
1818163,N,N,,
1985078,N,N,,
257930,N,N,,
1679193,N,N,,
125522,N,N,,
1776000,Y,N,,
1776235,N,Y,1776000,0:04:38
73699,N,N,,
192013,N,N,,
26094,N,N,,
241024,N,N,,
648896,N,N,,
2252613,N,N,,
941343,N,N,,
1616139,N,N,,
214344,N,N,,
1954842,N,N,,
2003114,N,N,,
1633146,N,N,,
1987780,N,N,,
593183,N,N,,
2097675,N,N,,
894893,N,N,,
445802,N,N,,
1682240,N,N,,
1957797,N,N,,
1182766,N,N,,
1542951,N,N,,
1660074,N,N,,
1244219,N,N,,
2239057,N,N,,
332760,N,N,,
335951,N,N,,
2126567,N,N,,
940638,N,N,,
1309759,N,N,,
334728,N,N,,
2097940,N,N,,
2122735,N,N,,
209398,N,N,,
2264815,N,N,,
1743907,N,N,,
254793,N,N,,
1215194,N,N,,
98550,N,N,,
2149188,N,N,,
1170650,N,N,,
288813,N,N,,
987141,N,N,,
52292,N,N,,
301391,N,N,,
2079018,N,N,,
484754,N,N,,
887998,N,N,,
1956101,N,N,,
1130793,N,N,,
2022574,N,N,,
1979173,N,N,,
497925,N,N,,
2119295,N,N,,
1155625,N,N,,
1708122,N,N,,
1802794,N,N,,
1087228,N,N,,
609712,N,N,,
1777226,N,N,,
333357,N,N,,
2087796,N,N,,
773963,N,N,,
363812,N,N,,
656350,N,N,,
495791,N,N,,
1925837,N,N,,
420701,N,N,,
941264,N,N,,
1016848,N,N,,
2149011,N,N,,
1324188,N,N,,
819188,N,N,,
2057099,N,N,,
1965148,N,N,,
1039727,N,N,,
666704,N,N,,
1074474,N,N,,
1416445,N,N,,
1895100,N,N,,
1733257,N,N,,
572708,N,N,,
2124126,N,N,,
1679601,N,N,,
895607,N,N,,
92868,N,N,,
397404,N,N,,
1148392,N,N,,
379508,N,N,,
1751233,N,N,,
920052,N,N,,
804006,N,N,,
2272218,N,N,,
2016585,N,N,,
1849780,N,N,,
93072,N,N,,
875743,N,N,,
273219,N,N,,
39948,Y,N,,
40235,N,Y,39948,0:04:40
495910,N,N,,
300428,N,N,,
1832585,N,N,,
1475669,N,N,,
1129888,N,N,,
495788,N,N,,
2120988,N,N,,
1829434,N,N,,
2107178,N,N,,
1745542,N,N,,
1810842,N,N,,
357055,N,N,,
1277607,N,N,,
69456,N,N,,
123254,N,N,,
352979,N,N,,
2245805,N,N,,
1144096,N,N,,
225627,N,N,,
777470,N,N,,
2099490,N,N,,
1777727,N,N,,
73676,N,N,,
439396,N,N,,
942594,N,N,,
1221337,N,N,,
116666,N,N,,
747527,N,N,,
2061753,Y,N,,
2061882,N,Y,2061753,0:09:02
463880,N,N,,
368414,N,N,,
1896958,N,N,,
1707940,N,N,,
1513289,N,N,,
868276,N,N,,
364738,N,N,,
1507229,N,N,,
801639,Y,N,,
854746,N,Y,801639,"1 day, 19:16:42"
2163925,N,N,,
208425,Y,N,,
208556,N,Y,208425,0:03:03
264962,N,N,,
1802890,N,N,,
1803681,N,N,,
734904,N,N,,
115984,N,N,,
263844,N,N,,
1142125,N,N,,
2213604,N,N,,
2003690,N,N,,
244686,N,N,,
1988734,Y,N,,
1989042,N,Y,1988734,0:04:46
1743341,N,N,,
2257539,N,N,,
1216244,N,N,,
892678,N,N,,
1096225,N,N,,
428968,N,N,,
511970,N,N,,
1802009,N,N,,
877548,N,N,,
2220213,N,N,,
1607196,N,N,,
496169,N,N,,
914670,N,N,,
1875671,N,N,,
113190,N,N,,
255853,N,N,,
995066,N,N,,
1765015,N,N,,
1593845,N,N,,
1791718,N,N,,
2095462,N,N,,
2094031,N,N,,
2043090,N,N,,
1971573,N,N,,
364974,N,N,,
1980844,N,N,,
1691348,N,N,,
2238239,N,N,,
1830887,N,N,,
399042,N,N,,
1818477,N,N,,
2097808,N,N,,
650720,N,N,,
1636467,N,N,,
1033372,N,N,,
687125,N,N,,
910437,N,N,,
637551,N,N,,
1423526,N,N,,
1108903,N,N,,
1610802,N,N,,
987627,N,N,,
1858548,N,N,,
355133,N,N,,
1661073,N,N,,
1771897,N,N,,
1695711,N,N,,
2171789,N,N,,
612478,N,N,,
1546120,N,N,,
1143639,N,N,,
596491,N,N,,
291237,N,N,,
1136618,N,N,,
1014788,N,N,,
617306,N,N,,
1076239,N,N,,
1541717,N,N,,
1259413,N,N,,
210701,N,N,,
946580,N,N,,
988926,N,N,,
2136288,N,N,,
2189225,N,N,,
834096,N,N,,
1572289,N,N,,
1890059,N,N,,
931138,N,N,,
1708001,Y,N,,
1708416,N,Y,1708001,0:17:02
47568,N,N,,
514306,N,N,,
1126825,N,N,,
112988,N,N,,
2059968,N,N,,
8840,N,N,,
6848,N,N,,
48109,N,N,,
1195355,Y,N,,
1195931,N,Y,1195355,0:11:10
955260,N,N,,
2221420,N,N,,
207615,N,N,,
333005,N,N,,
1585572,N,N,,
921987,N,N,,
850277,N,N,,
1004109,N,N,,
2254352,N,N,,
2108604,N,N,,
2083389,N,N,,
2073026,N,N,,
2061125,N,N,,
2010467,N,N,,
272870,N,N,,
293898,N,N,,
1026281,N,N,,
1305566,N,N,,
276431,N,N,,
839802,N,N,,
2160846,N,N,,
1109141,N,N,,
130296,N,N,,
1845821,N,N,,
1051811,Y,N,,
1056525,N,Y,1051811,1:44:17
1685484,N,N,,
260114,N,N,,
1997926,N,N,,
1959101,N,N,,
1950530,N,N,,
732708,N,N,,
10171,N,N,,
1726024,N,N,,
1976414,N,N,,
191562,N,N,,
2166964,N,N,,
1574445,N,N,,
1488144,N,N,,
2154750,N,N,,
2243757,N,N,,
271994,N,N,,
1959450,N,N,,
1805650,N,N,,
434779,N,N,,
984396,N,N,,
2075131,N,N,,
215915,N,N,,
2033328,N,N,,
1461426,N,N,,
1116289,N,N,,
410190,N,N,,
1118507,N,N,,
1755356,N,N,,
1278580,N,N,,
875479,N,N,,
1054241,N,N,,
653613,N,N,,
2224843,N,N,,
948991,N,N,,
1576210,N,N,,
1792328,N,N,,
1343241,N,N,,
902250,N,N,,
1191229,N,N,,
828023,N,N,,
1990131,N,N,,
917615,N,N,,
1709358,N,N,,
1988652,N,N,,
1990406,N,N,,
522353,N,N,,
284745,N,N,,
2084734,N,N,,
253880,N,N,,
1944444,N,N,,
682455,N,N,,
991758,N,N,,
1800073,N,N,,
230436,N,N,,
43598,N,N,,
1742227,N,N,,
1919585,N,N,,
2106218,N,N,,
789382,N,N,,
321684,N,N,,
1696822,Y,N,,
1697176,N,Y,1696822,0:05:32
875576,N,N,,
1140965,N,N,,
1974782,N,N,,
645106,N,N,,
2141665,N,N,,
1769123,N,N,,
659700,N,N,,
2065579,N,N,,
1864923,N,N,,
1051626,N,N,,
1340139,N,N,,
59545,N,N,,
956661,N,N,,
1914578,N,N,,
810569,N,N,,
1953347,N,N,,
624258,N,N,,
291350,N,N,,
225772,N,N,,
816281,N,N,,
446652,N,N,,
1484114,N,N,,
192072,N,N,,
51284,N,N,,
1284528,N,N,,
1893719,N,N,,
468317,N,N,,
1605972,N,N,,
2239014,N,N,,
198956,N,N,,
974372,N,N,,
1744053,N,N,,
1180478,N,N,,
26564,N,N,,
2230687,N,N,,
1106405,N,N,,
1521243,N,N,,
2054230,N,N,,
1081322,N,N,,
921634,N,N,,
1524791,N,N,,
2060660,N,N,,
212930,N,N,,
1011626,N,N,,
2209728,Y,N,,
2210124,N,Y,2209728,0:07:56
1974333,N,N,,
1476310,N,N,,
2193947,N,N,,
246410,N,N,,
437629,N,N,,
195633,N,N,,
480954,N,N,,
681556,N,N,,
955933,N,N,,
795000,N,N,,
693216,N,N,,
387942,N,N,,
901789,N,N,,
1676951,N,N,,
992798,N,N,,
291437,Y,N,,
291737,N,Y,291437,0:05:50
434115,N,N,,
523591,N,N,,
2168639,N,N,,
1828355,N,N,,
2185894,N,N,,
256917,N,N,,
973804,N,N,,
2254056,N,N,,
251408,N,N,,
1099261,N,N,,
1304075,N,N,,
1729392,N,N,,
2145305,N,N,,
506828,N,N,,
2199082,N,N,,
1714779,N,N,,
2129558,N,N,,
1681851,N,N,,
1833095,N,N,,
2159717,Y,N,,
2215797,N,Y,2159717,"1 day, 5:15:33"
62299,N,N,,
2105676,N,N,,
919379,Y,N,,
919940,N,Y,919379,0:10:22
1835142,N,N,,
1625760,N,N,,
1603874,N,N,,
823159,N,N,,
2008974,N,N,,
803272,N,N,,
283082,N,N,,
419077,N,N,,
1199056,N,N,,
922539,N,N,,
2255902,N,N,,
1661500,N,N,,
698193,N,N,,
830075,N,N,,
1095957,N,N,,
2056941,N,N,,
82706,N,N,,
2248518,N,N,,
1021022,N,N,,
1766251,N,N,,
443921,N,N,,
371933,N,N,,
2226791,N,N,,
1666706,N,N,,
1564032,N,N,,
782090,N,N,,
498171,N,N,,
1998665,N,N,,
261596,N,N,,
428461,N,N,,
972157,N,N,,
2231330,N,N,,
1500026,N,N,,
1773653,N,N,,
484088,N,N,,
1903761,N,N,,
1319811,N,N,,
1683371,N,N,,
227720,N,N,,
1715856,N,N,,
1721852,N,N,,
1319469,N,N,,
1633710,N,N,,
967749,N,N,,
527036,N,N,,
1329234,N,N,,
1611847,N,N,,
1586978,N,N,,
807977,N,N,,
1867051,N,N,,
2093640,N,N,,
1577707,N,N,,
514221,N,N,,
2257978,N,N,,
64380,N,N,,
1191447,N,N,,
791099,N,N,,
2006583,N,N,,
1023307,N,N,,
9217,N,N,,
247214,Y,N,,
247268,N,Y,247214,0:02:46
1456337,N,N,,
2077433,N,N,,
2078059,N,N,,
361135,N,N,,
93814,N,N,,
779188,N,N,,
1653481,N,N,,
2207688,N,N,,
1911835,N,N,,
222071,N,N,,
2093060,N,N,,
251581,N,N,,
49308,N,N,,
1916092,N,N,,
1488221,N,N,,
233435,N,N,,
627553,N,N,,
2038307,N,N,,
581555,N,N,,
1702558,N,N,,
1821902,Y,N,,
1848583,N,Y,1821902,8:42:13
2223964,N,N,,
1960999,N,N,,
1549261,N,N,,
1779065,N,N,,
1470935,N,N,,
1973094,N,N,,
387820,N,N,,
1323587,N,N,,
419273,N,N,,
431452,N,N,,
2168021,N,N,,
1654582,N,N,,
402722,N,N,,
468246,N,N,,
258302,N,N,,
2242306,N,N,,
943183,N,N,,
2140023,N,N,,
429313,N,N,,
1028859,N,N,,
2080172,N,N,,
660907,N,N,,
2238004,N,N,,
379692,N,N,,
1742819,N,N,,
443068,N,N,,
2139559,N,N,,
2118343,N,N,,
1855198,N,N,,
1657019,N,N,,
667475,N,N,,
2256886,N,N,,
737423,N,N,,
31419,N,N,,
1829696,N,N,,
2043773,N,N,,
1867407,N,N,,
701201,N,N,,
1527245,N,N,,
1417182,N,N,,
1438425,N,N,,
1905335,N,N,,
972927,N,N,,
350232,N,N,,
1030922,N,N,,
203700,N,N,,
1898126,N,N,,
1906195,N,N,,
1596425,N,N,,
1119632,N,N,,
1926926,N,N,,
359971,N,N,,
2227450,N,N,,
363303,N,N,,
256234,N,N,,
26302,N,N,,
393549,N,N,,
1749355,N,N,,
1257072,N,N,,
1808573,N,N,,
1638249,N,N,,
295484,N,N,,
1802249,Y,N,,
1802351,N,Y,1802249,0:02:18
1857665,Y,N,,
1857871,N,Y,1857665,0:05:30
225307,N,N,,
42146,N,N,,
1777962,N,N,,
2155167,N,N,,
837892,N,N,,
1751918,N,N,,
652041,N,N,,
79568,N,N,,
1132785,N,N,,
571099,N,N,,
664424,N,N,,
1808021,N,N,,
1108499,N,N,,
1148679,N,N,,
254253,N,N,,
429043,N,N,,
222583,N,N,,
1607948,N,N,,
626121,N,N,,
2030488,N,N,,
8836,N,N,,
1431604,N,N,,
652261,N,N,,
2244319,N,N,,
904711,N,N,,
241137,N,N,,
1133855,N,N,,
2180295,N,N,,
259961,N,N,,
1746596,N,N,,
2167250,N,N,,
1875099,N,N,,
480973,N,N,,
434827,N,N,,
886231,N,N,,
361076,N,N,,
647287,N,N,,
2081583,N,N,,
496047,N,N,,
1557564,N,N,,
2016560,N,N,,
2250200,N,N,,
511136,N,N,,
2125694,N,N,,
640505,N,N,,
2117705,N,N,,
231468,N,N,,
2233108,N,N,,
116257,N,N,,
2269130,N,N,,
2203828,N,N,,
659641,N,N,,
1179251,N,N,,
1888861,N,N,,
129322,N,N,,
242989,Y,N,,
243037,N,Y,242989,0:01:19
2178528,N,N,,
2109348,N,N,,
427617,N,N,,
968556,N,N,,
668966,N,N,,
2107850,N,N,,
1663886,N,N,,
1987835,N,N,,
2023744,N,N,,
868523,N,N,,
1701064,N,N,,
2117228,N,N,,
1832420,N,N,,
2211776,N,N,,
1260790,N,N,,
1018560,N,N,,
1586043,N,N,,
840500,N,N,,
2252359,N,N,,
1999230,N,N,,
76175,N,N,,
1109083,N,N,,
2143785,N,N,,
49906,N,N,,
1962187,N,N,,
1055420,N,N,,
1301516,N,N,,
2213811,N,N,,
1461349,N,N,,
310,N,N,,
1827369,N,N,,
787863,N,N,,
1896782,N,N,,
127597,N,N,,
291001,N,N,,
1484157,N,N,,
106475,N,N,,
1569115,N,N,,
774440,N,N,,
1308137,N,N,,
2204309,N,N,,
1992365,N,N,,
1327930,N,N,,
1607504,N,N,,
409202,N,N,,
2131770,N,N,,
2157302,N,N,,
641001,N,N,,
1181915,N,N,,
2244916,N,N,,
19598,N,N,,
217253,N,N,,
1832523,N,N,,
1470621,N,N,,
2236707,N,N,,
439430,N,N,,
1124800,N,N,,
1863603,N,N,,
2272673,N,N,,
1645495,N,N,,
861487,N,N,,
1765761,N,N,,
462442,N,N,,
879071,N,N,,
1038369,N,N,,
928374,N,N,,
86227,N,N,,
1674530,N,N,,
2162981,N,N,,
2176212,N,N,,
2206206,N,N,,
665315,N,N,,
1882798,N,N,,
218107,N,N,,
996339,Y,N,,
996768,N,Y,996339,0:07:52
33585,N,N,,
2231615,N,N,,
668292,N,N,,
1812137,N,N,,
1622874,N,N,,
